Contenido,IR,Fecha,Dispositivo,Likes,Retweets,Entidad,Hora,Foto
RT @campusvirtualsp: 📓📌Compartimos los enlaces de BIREME que reúnen información calificada y periódicamente actualizada sobre la COVID-19 e…,https://twitter.com/i/web/status/1275441204369350658,23/06/2020 08:50:54,Twitter for iPhone,0,21,OPS/OMS,08:50:54,http://pbs.twimg.com/profile_images/1096094749902028801/ijbQWupW.png
"RT @OPSOMSPeru: #COVID19 Evita los riesgos, no te automediques. Hasta la fecha no existe un tratamiento preventivo contra la COVID-19.

Y r…",https://twitter.com/i/web/status/1275459078018433024,23/06/2020 10:01:55,Twitter for iPhone,0,26,OPS/OMS,10:01:55,http://pbs.twimg.com/profile_images/1096094749902028801/ijbQWupW.png
RT @HartlGA: Cada día el Programa Subregional para América del Sur (SAM) está agregando más informaciones a su página web: https://t.co/sXw…,https://twitter.com/i/web/status/1275459098423840768,23/06/2020 10:02:00,Twitter for iPhone,0,3,OPS/OMS,10:02:00,http://pbs.twimg.com/profile_images/1096094749902028801/ijbQWupW.png
RT @Ops_Paraguay: #COVID19 Quedarse en casa puede aumentar el riesgo de sufrir violencia en el hogar. Si conocés a alguien en riesgo de vio…,https://twitter.com/i/web/status/1275459238131892224,23/06/2020 10:02:33,Twitter for iPhone,0,9,OPS/OMS,10:02:33,http://pbs.twimg.com/profile_images/1096094749902028801/ijbQWupW.png
"RT @opsomsuruguay: Tomás tiene 7 meses y se vacunó contra la gripe

En este contexto de #COVID19 es más importante aún que l@s bebés y l@s…",https://twitter.com/i/web/status/1275473393287147520,23/06/2020 10:58:48,Twitter for iPhone,0,14,OPS/OMS,10:58:48,http://pbs.twimg.com/profile_images/1096094749902028801/ijbQWupW.png
"La ciencia sobre #COVID19 se duplica cada 20 días. La #OMS publica guías nuevas y actualizadas todos los días.  
¿C… https://t.co/4H4MoRXN4H",https://twitter.com/i/web/status/1275487429986844672,23/06/2020 11:54:35,Twitter for iPhone,33,30,OPS/OMS,11:54:35,http://pbs.twimg.com/profile_images/1096094749902028801/ijbQWupW.png
RT @opsargentina: Te invitamos a participar de esta encuesta sobre consumo de alcohol y #COVID19. Demora sólo unos pocos minutos y es impor…,https://twitter.com/i/web/status/1275493409298538502,23/06/2020 12:18:20,Twitter for iPhone,0,2,OPS/OMS,12:18:20,http://pbs.twimg.com/profile_images/1096094749902028801/ijbQWupW.png
"❌ Hasta la fecha no hay un medicamento aprobado para tratar o curar COVID-19.

✅ Si tienes síntomas llama a tu prov… https://t.co/2WszEkmHzA",https://twitter.com/i/web/status/1275493769325023234,23/06/2020 12:19:46,Twitter for iPhone,26,21,OPS/OMS,12:19:46,http://pbs.twimg.com/profile_images/1096094749902028801/ijbQWupW.png
"RT @campusvirtualsp: COVID-19 👉🏾 Anota en tu agenda 🗓 y participa en el 💻seminario web sobre ""Gestión del trabajo, salud y seguridad de los…",https://twitter.com/i/web/status/1275494928391471106,23/06/2020 12:24:23,Twitter for iPhone,0,8,OPS/OMS,12:24:23,http://pbs.twimg.com/profile_images/1096094749902028801/ijbQWupW.png
Los adultos mayores son más vulnerables al #COVID19. Reforcemos las medidas de higiene y seguridad en casa para pro… https://t.co/2ilpPOoGYh,https://twitter.com/i/web/status/1275500920890163203,23/06/2020 12:48:11,Twitter for Android,9,7,Ministerio de Salud de Panamá,12:48:11,http://pbs.twimg.com/profile_images/1240399297088311296/xVNaDRc6.jpg
