name,url,description,datePublished,imagen,pais,Fuente
Panamá solo espera por vacuna alemana para iniciar ensayo con 250 voluntarios,https://www.telemetro.com/nacionales/2020/09/05/panama-solo-espera-por-vacuna-alemana-para-iniciar-ensayo-con-250-voluntarios/3201559.html,"Panamá solo espera la llegada de la vacuna del laboratorio alemán CureVac para comenzar, previsiblemente la próxima semana, las inoculaciones de los primeros voluntarios de un estudio de fase 2 para p",05-09-2020 17:43,https://www.bing.com/th?id=ON.9431033936C3552BA51339B2975C3E8C,Panamá,Telemetro
Estados Unidos debe preparar para distribuir una vacuna antes de noviembre,http://www.nexpanama.com/estados-unidos-debe-preparar-para-distribuir-una-vacuna-antes-de-noviembre/,"Los estados de Estados Unidos deben estar preparados para distribuir una vacuna contra el coronavirus antes del primero de noviembre “por si acaso” hay una lista, afirmó el doctor Jerome Adams, ciruja",05-09-2020 17:56,https://www.bing.com/th?id=ON.A2A67E4DABAC5279CF658A0270D226D1,Panamá,NEX TV
"Silvio Berlusconi, ‘estable’ tras ser hospitalizado por el nuevo coronavirus",https://www.prensa.com/mundo/silvio-berlusconi-estable-tras-ser-hospitalizado-por-el-nuevo-coronavirus/,"El estado de salud del exjefe de gobierno italiano Silvio Berlusconi, hospitalizado el jueves por una infección pulmonar causada por la Covid-19, es “estable”, lo que suscita un “optimismo prudente pe",05-09-2020 18:59,https://www.bing.com/th?id=ON.D6EFAEC5310F8E35A4760D786CD69C0C,Panamá,prensa.com
Salud intensifica lucha contra Covid-19 ante nuevas reaperturas el lunes,https://www.critica.com.pa/nacional/salud-intensifica-lucha-contra-covid-19-ante-nuevas-reaperturas-el-lunes-587193,"Funcionarios del Ministerio de Salud continúa la lucha contra el Covid-19, incluyendo los fines de semana. Equipos de Trazabilidad en busca de posibles contagiados y orientación a la población son par",05-09-2020 19:01,https://www.bing.com/th?id=ON.D0E0E2D9AD18C29F5C4B816874C51268,Panamá,Critica
Presidente Cortizo se reúne con el Equipo Unificado de Trazabilidad de Coclé,https://ensegundos.com.pa/2020/09/05/presidente-cortizo-se-reune-con-el-equipo-unificado-de-trazabilidad-de-cocle/,"Se dio seguimiento a las estrategias paras bajar el índice de contagios de Covid-19 en la provincia. El Presidente de la República, Laurentino Cortizo, junto al Ministro de Salud Luis Francisco Sucre,",05-09-2020 19:28,https://www.bing.com/th?id=ON.895BD4CDD71DB5CC338E7DCA7758FBA5,Panamá,En Segundos
Vacuna alemana llega este domingo a Panamá para pruebas,http://elsiglo.com.pa/panama/vacuna-alemana-llega-este-domingo-panama-para-pruebas/24163609,"Así lo confirmó el Dr. Xavier Sáez-Llorens, investigador y miembro del Consorcio de Investigaciones de Vacunas covid-19 El próximo domingo 6 de septiembre estará llegando a Panamá el cargamento de vac",05-09-2020 20:30,https://www.bing.com/th?id=ON.8A7924764F2A24A5CD23A12A266411DE,Panamá,El Siglo
Utilidades del centro bancario panameño cayeron 34.6% a julio,https://noticias24pty.com/utilidades-del-centro-bancario-panameno-cayeron-34-6-a-julio/,"La baja en utilidades del Centro Bancario de Panamá enciende las alarmas, debido a la paralización de la economía por seis meses por el COVID-19. Esto ha obligado al sector a buscar provisiones necesa",05-09-2020 21:09,https://www.bing.com/th?id=ON.E71F0D5BAA3F92542544CC12F7EAB09E,Panamá,Noticias 24 PTY
Las condiciones con las que se reiniciarán las construcciones en Panamá a partir del lunes,https://www.tvn-2.com/nacionales/condiciones-reiniciaran-construcciones-Panama_0_5664183547.html,"Aunque ya algunas obras de construcción retomaron sus labores en ciertos puntos del país, hay otras que van para los 6 meses de estar paralizadas por efectos de la pandemia de la COVID-19, no obstante",05-09-2020 21:51,https://www.bing.com/th?id=ON.067BD09A306A262E537E244CDE369DBA,Panamá,TVN
Llega a Panamá vacuna de CureVac para iniciar estudios en voluntarios,https://elcapitalfinanciero.com/llega-a-panama-vacuna-de-curevac-para-iniciar-estudios-en-voluntarios/,"Panamá, con experiencia robusta en investigación, espera para este domingo 6 de septiembre el arribo de la vacuna covid-19  de CureVac, procedente de Alemania, a objeto de iniciar el estudio de fase I",05-09-2020 22:00,https://www.bing.com/th?id=ON.60B08478E4C89097163CE9FF2F31AAD0,Panamá,El Capital Financiero
"La Fragata fined $5,000 after flouting pandemic rules",https://www.newsroompanama.com/news/la-fragata-fined-5000-after-flouting-pandemic-rules,"The La Fragata restaurant in Obarrio has been hit with a $5,000 by the Health Ministry (Minsa) following a party that breached COVID- 19 the restriction measu",05-09-2020 22:24,https://www.bing.com/th?id=ON.8A6DD04892E12692318282A1ED197295,Panamá,Newsroom Panama
